NestID,Num,FEDate,EntDate,FoFDate,Fail,Fail Cat,Aban,NeHW,NeCB,NnHW,NnCB,NfHW,NfCB,xLong,yLat,EntAge,FoFAge,NDays,Year,Mo,FEDay,CBP,fYear,CBHatch,SurHat?
J-19,1,5/28/17,5/30/17,6/18/17,1,Yes,0,3,0,2,0,0,0,-79.94457,41.78674,2,21,19,2017,5,28,No,y2017,0,1
GG-26,1,5/28/17,5/29/17,5/30/17,1,Yes,0,2,0,0,0,0,0,-79.93863,41.77706,1,2,1,2017,5,28,No,y2017,0,0
KRHouse Transf,1,5/28/17,6/12/17,6/20/17,0,No,0,2,1,2,1,2,1,-79.92891,41.77621,15,23,8,2017,5,28,Yes,y2017,1,1
KRoad House E,1,5/28/17,5/29/17,5/30/17,1,Yes,1,0,2,0,0,0,0,-79.92753,41.77636,1,2,1,2017,5,28,Yes,y2017,0,0
L-18,1,5/29/17,5/29/17,6/23/17,0,No,0,3,0,3,0,2,0,-79.94544,41.78569,0,25,25,2017,5,29,No,y2017,0,1
CC-19,1,5/29/17,5/29/17,6/12/17,1,Yes,0,3,0,0,0,0,0,-79.94305,41.77843,0,14,14,2017,5,29,No,y2017,0,0
CC-23,1,5/29/17,5/29/17,6/20/17,0,No,0,2,0,2,0,1,0,-79.94093,41.77844,0,22,22,2017,5,29,No,y2017,0,1
KK-42 (KRHousW),1,5/29/17,6/1/17,6/16/17,1,Yes,0,3,1,1,0,0,0,-79.92816,41.77663,3,18,15,2017,5,29,Yes,y2017,0,1
R-14,1,5/30/17,5/30/17,6/19/17,1,Yes,0,4,0,4,0,0,0,-79.94722,41.78278,0,20,20,2017,5,30,No,y2017,0,1
OO-35,2,6/1/17,6/1/17,6/3/17,1,Yes,0,0,1,0,0,0,0,-79.93221,41.774,0,2,2,2017,6,32,Yes,y2017,0,0
EE-38,1,6/1/17,6/1/17,6/22/17,1,Yes,0,2,1,2,0,0,0,-79.93153,41.77866,0,21,21,2017,6,32,Yes,y2017,0,1
Y-22,2,6/2/17,6/3/17,6/12/17,1,Yes,1,3,0,0,0,0,0,-79.94177,41.78012,1,10,9,2017,6,33,No,y2017,0,0
X-30,1,6/2/17,6/6/17,6/25/17,0,No,0,4,0,4,0,4,0,-79.93767,41.78145,4,23,19,2017,6,33,No,y2017,0,1
LL-36,2,6/2/17,6/3/17,6/4/17,1,Yes,0,2,0,0,0,0,0,-79.93232,41.77552,1,2,1,2017,6,33,No,y2017,0,0
Y-18,1,6/3/17,6/3/17,6/16/17,1,Yes,0,4,0,0,0,0,0,-79.94424,41.78008,0,13,13,2017,6,34,No,y2017,0,0
R-21,2,6/3/17,6/3/17,6/27/17,0,No,0,4,0,4,0,4,0,-79.943,41.78332,0,24,24,2017,6,34,No,y2017,0,1
V-22,2,6/3/17,6/5/17,6/11/17,1,Yes,0,3,1,0,0,0,0,-79.94189,41.78162,2,8,6,2017,6,34,Yes,y2017,0,0
F-10,1,6/4/17,6/5/17,6/28/17,0,No,0,3,0,3,0,3,0,-79.95109,41.78749,1,24,23,2017,6,35,No,y2017,0,1
OO-31,1,6/6/17,6/20/17,6/29/17,0,No,0,2,1,2,1,2,0,-79.935,41.7735,14,23,9,2017,6,37,Yes,y2017,1,1
I-18,2,6/7/17,6/7/17,6/22/17,1,Yes,0,4,1,0,0,0,0,-79.94592,41.78727,0,15,15,2017,6,38,Yes,y2017,0,0
GG-21,2,6/7/17,6/13/17,7/1/17,0,No,0,3,1,3,1,2,1,-79.94146,41.77563,6,24,18,2017,6,38,Yes,y2017,1,1
Y-23,3,6/7/17,6/16/17,6/23/17,1,Yes,0,2,1,1,1,0,0,-79.94079,41.78019,9,16,7,2017,6,38,Yes,y2017,1,1
GG-28,1,6/8/17,6/17/17,6/21/17,1,Yes,0,4,0,0,0,0,0,-79.93701,41.77721,9,13,4,2017,6,39,No,y2017,0,0
DD-33,2,6/8/17,6/9/17,6/26/17,1,Yes,0,4,1,3,0,0,0,-79.93468,41.77889,1,18,17,2017,6,39,Yes,y2017,0,1
DD-27,1,6/9/17,6/14/17,6/17/17,1,Yes,0,2,0,0,0,0,0,-79.93858,41.77815,5,8,3,2017,6,40,No,y2017,0,0
